"idPedido",idItem
"231222/003",227
"231222/003",558
"231222/003",950
"231222/003",1660
"231222/003",2461
"231222/003",2803
"231222/003",2804
"231226/001",708
"231226/001",791
"231226/001",870
"231226/001",871
"231226/001",905
"231226/001",1214
"231226/001",1843
"231226/001",1844
"231226/001",1848
"231226/001",1852
